16.342,0,CeTCCC_ImmediateOff,4.0741426052,-0.0770513014,602,14.6997070313,1.604348402,0.4901960784,0.5035144687,-1,1832,1832,1832,Normal,1,0,1832,601.5,0,0,7,579.8472222222,Range_Shift_Completed,0,0,4718.3647816997,4747.7235238312,22.1875,7.3121240616,1832,0,63.5294117647,63.5294117647,63.5294117647,0.0830546326,14.5867800593,63.5294117647,3775.1568627451,0,0,1,100,0,0,-1.0952658582,19.2156862745,10.1960784314,2,11,-0.327,916.7897515516,74.5098039216,-0.327,101.5753012269,8.5571330151,-586.66015625,9.4117647059,1.3065177435,0,0,0,14.5037743897,4717.0703611767,4714.9279638706,0,100,62.7450980392,No,No,Yes,105.8,0,0.0175448422,0,0,14.4,100,1st Gear,Return_To_Prev_Range,Yes,98.6,Pilot & Main,104,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
16.354,0,CeTCCC_ImmediateOff,4.0752224203,-0.0770513014,601.5,14.6997070313,1.6319346623,0.4901960784,0.5035427535,-1,1832,1832,1832,Normal,1,0,1832,601.5729166667,0,0,7,580.75,Range_Shift_Completed,0,0,4719.5131041388,4744.9387991484,21.625,7.351360321,1832,0,63.5294117647,63.5294117647,63.5294117647,0.0837114073,14.5910458753,63.5294117647,3775.6274509804,0,0,1,100,0,0,-1.0966651119,19.2156862745,10.1960784314,2,11,-0.327,916.7897515516,74.5098039216,-0.327,101.565737521,8.5546040986,-586.66015625,9.4117647059,1.3063324921,0,0,0,14.5037743897,4717.4177569705,4715.1636524308,0,100,62.7450980392,No,No,Yes,105.8,0,0.0176479292,0,0,14.4,100,1st Gear,Return_To_Prev_Range,Yes,98.6,Pilot & Main,104,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
16.367,0,CeTCCC_ImmediateOff,4.07697712,-0.0770513014,601.75,14.6997070313,1.6941637312,0.4901960784,0.5036653209,-1,1832,1832,1832,Normal,1,0,1832,602,0,0,7,580.75,Range_Shift_Completed,0,0,4718.6147735142,4739.8334705632,21.715,7.343093338,1832,0,63.5294117647,63.5294117647,63.5294117647,0.0844229132,14.595667176,63.5294117647,3776.137254902,0,0,1,100,0,0,-1.0981809701,19.2156862745,10.1960784314,2,11,-0.327,916.7897515516,74.5098039216,-0.327,101.5482040601,8.551864439,-586.66015625,9.4117647059,1.306131803,0,0,0,14.5037743897,4717.7941024137,4715.4189817044,0,100,62.7450980392,No,No,Yes,105.8,0,0.0177596069,0,0,14.4,100,1st Gear,Return_To_Prev_Range,Yes,98.6,Pilot & Main,104,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
16.379,0,CeTCCC_ImmediateOff,4.0785968427,-0.0770513014,602,14.6997070313,1.8281955719,0.4901960784,0.50377846,-1,1832,1832,1832,Normal,1,0,1832,601.86,0,0,7,579.375,Range_Shift_Completed,0,0,4718.9897612358,4738.5281308681,21.625,7.3100254059,1832,0,63.5294117647,63.5294117647,63.5294117647,0.0855722689,14.6034878387,63.5294117647,3777,0,0,1,100,0,0,-1.0995802239,19.2156862745,10.1960784314,2,11,-0.327,916.7897515516,74.5098039216,-0.327,101.5402697749,8.5493355224,-586.66015625,9.4117647059,1.3059465515,0,0,0,14.5037743897,4718.1414982075,4715.6546702645,0,100,62.7450980392,No,No,Yes,105.8,0,0.0178626939,0,0,14.4,100,1st Gear,Return_To_Prev_Range,Yes,98.6,Pilot & Main,104,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
16.392,0,CeTCCC_ImmediateOff,4.080756473,-0.0770513014,602.5,14.6997070313,1.8138350175,0.4901960784,0.5039858818,-1,1832,1832,1832,Normal,1,0,1832,602.75,0,0,7,579.4768518519,Range_Shift_Completed,0,0,4719.9272305399,4732.8716588561,21.625,7.2742018127,1832,0,63.5294117647,63.5294117647,63.5294117647,0.0853253961,14.6013122725,63.5294117647,3777.06,0,0,1,100,0,0,-1.1010960821,19.2156862745,10.1960784314,2,11,-0.327,916.7897515516,74.5098039216,-0.327,101.5058878724,8.5465958628,-586.66015625,9.4117647059,1.3057458624,0,0,0,14.5037743897,4718.5178436507,4715.9099995381,0,100,62.7450980392,No,No,Yes,105.8,0,0.0179743715,0,0,14.4,100,1st Gear,Return_To_Prev_Range,Yes,98.6,Pilot & Main,104,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
16.404,0,CeTCCC_ImmediateOff,4.0800421753,-0.0770513014,602.75,14.6997070313,1.7879684877,0.4901960784,0.504039104,-1,1832,1832,1832,Normal,1,0,1832,602.54,0,0,7,578.625,Range_Shift_Completed,0,0,4719.7709856559,4727.6503000758,22.375,7.2135772705,1832,0,63.5294117647,63.5294117647,63.5294117647,0.0845847779,14.5926100079,63.5294117647,3777.3,0,0,1,100,0,0,-1.1024953358,19.2156862745,10.1960784314,2,11,-0.327,916.7897515516,74.5098039216,-0.327,101.4741507315,8.5440669463,-586.66015625,9.4117647059,1.305560611,0,0,0,14.5037743897,4718.8652394445,4716.1456880983,0,100,62.7450980392,No,No,Yes,105.8,0,0.0180774586,0,0,14.4,100,1st Gear,Return_To_Prev_Range,Yes,98.6,Pilot & Main,104,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
16.417,0,CeTCCC_ImmediateOff,4.0790104119,-0.0770513014,602.25,14.6997070313,1.7298626995,0.4901960784,0.5042697334,-1,1832,1832,1832,Normal,1,0,1832,602.75,0,0,7,578.65625,Range_Shift_Completed,0,0,4720.3586080583,4718.0778089786,22.1875,7.2180550575,1832,0,63.5294117647,63.5294117647,63.5294117647,0.082671514,14.5831825545,63.5294117647,3777.56,0,0,1,100,0,0,-1.104011194,19.2156862745,10.1960784314,2,11,-0.327,916.7897515516,74.5098039216,-0.327,101.439768829,8.5392198563,-586.66015625,9.4117647059,1.3053599219,0,0,0,14.5037743897,4719.2415848877,4716.4010173718,0,100,62.7450980392,No,No,Yes,105.8,0,0.0181891362,0,0,14.4,100,1st Gear,Return_To_Prev_Range,Yes,98.6,Pilot & Main,104,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
16.429,0,CeTCCC_ImmediateOff,4.078058015,-0.0770513014,602.75,14.6997070313,1.604711771,0.4901960784,0.5044826221,-1,1832,1832,1832,Normal,1,0,1832,602.75,0,0,7,580.25,Range_Shift_Completed,0,0,4721.0056743357,4722.6900092346,22.375,7.2359662056,1832,0,63.5294117647,63.5294117647,63.5294117647,0.0830418232,14.5672284027,63.5294117647,3778,0,0,1,100,0,0,-1.1054104478,19.2156862745,10.1960784314,2,11,-0.327,916.7897515516,74.5098039216,-0.327,101.4080316882,8.5401055485,-586.66015625,9.4117647059,1.3051746704,0,0,0,14.5037743897,4719.5889806815,4716.636705932,0,100,62.7450980392,No,No,Yes,105.8,0,0.0182922233,0,0,14.4,100,1st Gear,Return_To_Prev_Range,Yes,98.6,Pilot & Main,104,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
16.442,0,CeTCCC_ImmediateOff,4.0767881523,-0.0770513014,603,14.6997070313,1.6181207991,0.4901960784,0.5048729181,-1,1832,1832,1832,Normal,1,0,1832,602.5,0,0,7,580.125,Range_Shift_Completed,0,0,4722.6233400294,4742.6762103436,22.375,7.2553699493,1832,0,63.5294117647,63.5294117647,63.5294117647,0.0834377512,14.5672284027,63.5294117647,3778.4285714286,0,0,1,100,0,0,-1.106926306,19.2156862745,10.1960784314,2,11,-0.327,916.7897515516,74.5098039216,-0.327,101.3736497856,8.5458625478,-586.66015625,9.4117647059,1.3049739813,0,0,0,14.5037743897,4719.9653261248,4716.8920352055,0,100,62.7450980392,No,No,Yes,105.8,0,0.0184039009,0,0,14.4,100,1st Gear,Return_To_Prev_Range,Yes,98.6,Pilot & Main,104,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
16.454,0,CeTCCC_ImmediateOff,4.0820263357,-0.0778511419,602.5,14.6997070313,1.6389719057,0.4901960784,0.5048317559,-1,1832,1832,1832,Normal,1,0,1832,602.5769230769,0,0,7,580.75,Range_Shift_Completed,0,0,4722.3537290805,4761.1250113673,22.125,7.2882070541,1832,0,63.5294117647,63.5294117647,63.5294117647,0.0847513005,14.5672284027,63.5294117647,3780.1428571429,0,0,1,100,0,0,-1.109375,19.2156862745,10.1960784314,2,11,-0.327,916.7897515516,74.5098039216,-0.327,101.3419126448,8.5511767011,-586.66015625,9.4117647059,1.3047887299,0,0,0,14.5037743897,4720.3127219185,4717.1277237657,0,100,62.7450980392,No,No,Yes,105.8,0,0.0185069879,0,0,14.4,100,1st Gear,Return_To_Prev_Range,Yes,98.6,Pilot & Main,104,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
16.467,0,CeTCCC_ImmediateOff,4.0895926005,-0.0813171174,602.25,14.6997070313,1.6884587669,0.4901960784,0.504653386,-1,1832,1832,1832,Normal,1,0,1832,601.5,0,0,7,580.75,Range_Shift_Completed,0,0,4722.4282331034,4794.9478132442,22.1875,7.2919983475,1832,0,63.5294117647,63.5294117647,63.5294117647,0.0861743124,14.5672284027,63.5294117647,3782,0,0,1,100,0,0,-1.1096859453,19.2156862745,10.1960784314,2,11,-0.327,916.7897515516,74.5098039216,-0.327,101.3075307422,8.5569337005,-586.66015625,9.4117647059,1.3045880408,0,0,0,14.5037743897,4720.9785638566,4717.3830530392,0,100,62.7450980392,No,No,Yes,105.8,0,0.0186186656,0,0,14.4,100,1st Gear,Return_To_Prev_Range,Yes,98.6,Pilot & Main,104,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
16.479,0,CeTCCC_ImmediateOff,4.096576845,-0.0845164794,601.5,14.6997070313,1.7950458527,0.4901960784,0.504488737,-1,1832,1832,1832,Normal,1,0,1832,601.82,0,0,7,581.25,Range_Shift_Completed,0,0,4722.1355727144,4792.9462923784,21.75,7.3071635207,1832,0,63.5294117647,63.5294117647,63.5294117647,0.0884730238,14.5672284027,63.5294117647,3785,0,0,1,100,0,0,-1.1106187811,19.2156862745,10.1960784314,2,11,-0.327,916.7897515516,74.5098039216,-0.327,101.2757936014,8.5622478538,-586.66015625,9.4117647059,1.3042484131,0,0,0,14.5037743897,4720.9899617146,4717.6187415994,0,100,62.7450980392,No,No,Yes,105.8,0,0.0187217526,0,0,14.4,100,1st Gear,Return_To_Prev_Range,Yes,98.6,Pilot & Main,104,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
16.492,0,CeTCCC_ImmediateOff,4.1058891709,-0.0906485899,601.5,14.6997070313,1.7836258078,0.4901960784,0.5041731596,-1,1832,1832,1832,Normal,1,0,1832,601.75,0,0,7,581.212962963,Range_Shift_Completed,0,0,4721.403921742,4784.2730352933,21.8509615385,7.3235924585,1832,0,63.5294117647,63.5294117647,63.5294117647,0.0881104294,14.5672284027,63.5294117647,3782.4117647059,0,0,1,100,0,0,-1.1116293532,19.2156862745,10.1960784314,2,11,-0.327,916.7897515516,74.5098039216,-0.327,101.2414116988,8.5680048531,-586.66015625,9.4117647059,1.3044028047,0,0,0,14.5037743897,4721.0640477921,4717.874070873,0,100,62.7450980392,No,No,Yes,105.8,0,0.0188334302,0,0,14.4,100,1st Gear,Return_To_Prev_Range,Yes,98.6,Pilot & Main,104,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
16.504,0,CeTCCC_ImmediateOff,4.0892222239,-0.0906485899,601.75,14.6997070313,1.7596622586,0.4901960784,0.5041156173,-1,1832,1832,1832,Normal,1,0,1832,601.6770833333,0,0,7,578.625,Range_Shift_Completed,0,0,4721.5258635707,4776.2669518302,21.75,7.3501315117,1832,0,63.5294117647,63.5294117647,63.5294117647,0.0870226463,14.5672284027,63.5294117647,3774.6470588235,0,0,1,100,0,0,-1.1125621891,19.2156862745,10.1960784314,2,11,-0.327,916.7897515516,74.5098039216,-0.327,101.209674558,8.5733190064,-586.66015625,9.4117647059,1.3050203712,0,0,0,14.5037743897,4721.1324349405,4718.1097594331,0,100,62.7450980392,No,No,Yes,105.8,0,0.0189365173,0,0,14.4,100,1st Gear,Return_To_Prev_Range,Yes,98.6,Pilot & Main,104,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
16.517,0,CeTCCC_ImmediateOff,4.0651477449,-0.0906485899,601,14.6997070313,1.7085526228,0.4901960784,0.5037415922,-1,1832,1832,1832,Normal,1,0,1832,601.5,0,0,7,578.734375,Range_Shift_Completed,0,0,4720.3121550821,4761.5891321478,21.75,7.3395904934,1832,0,63.5294117647,63.5294117647,63.5294117647,0.0841218915,14.5672284027,63.5294117647,3766.2352941177,0,0,1,100,0,0,-1.1135727612,19.2156862745,10.1960784314,2,11,-0.327,916.7897515516,74.5098039216,-0.327,101.1752926555,8.5790760058,-586.66015625,9.4117647059,1.3056894015,0,0,0,14.5037743897,4721.2065210179,4718.3650887067,0,100,62.7450980392,No,No,Yes,105.8,0,0.0190481949,0,0,14.4,100,1st Gear,Return_To_Prev_Range,Yes,98.6,Pilot & Main,104,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
16.529,0,CeTCCC_ImmediateOff,4.0429251489,-0.0906485899,601.5,14.6997070313,1.5984703302,0.4901960784,0.5033963382,-1,1832,1832,1832,Normal,1,0,1832,601.57,0,0,7,578.625,Range_Shift_Completed,0,0,4718.6745050924,4758.282271587,22.625,7.3079674384,1832,0,63.5294117647,63.5294117647,63.5294117647,0.0847564316,14.5672284027,63.5294117647,3752,0,0,1,100,0,0,-1.114505597,19.2156862745,10.1960784314,2,11,-0.327,916.7897515516,74.5098039216,-0.327,101.1435555146,8.584390159,-586.66015625,9.4117647059,1.306306968,0,0,0,14.5037743897,4721.2749081663,4718.6007772669,0,100,62.7450980392,No,No,Yes,105.8,0,0.019151282,0,0,14.4,100,1st Gear,Return_To_Prev_Range,Yes,98.6,Pilot & Main,104,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
16.542,0,CeTCCC_ImmediateOff,4.0132950208,-0.0906485899,602.5,14.6997070313,1.6102648616,0.4901960784,0.5027346015,-1,1832,1832,1832,Normal,1,0,1832,602.5,0,0,7,578.625,Range_Shift_Completed,0,0,4714.5803801179,4743.9525424899,22.3894230769,7.2737091289,1832,0,63.5294117647,63.5294117647,63.5294117647,0.0846337894,14.5683161858,63.5294117647,3754.82,0,0,1,100,0,0,-1.1155161692,19.2156862745,10.1960784314,2,11,-0.327,916.7897515516,74.5098039216,-0.327,101.1091736121,8.5901471584,-586.6624653633,9.4117647059,1.3069759983,0,0,0,14.5037743897,4721.3489942437,4718.8561065404,0,100,62.7450980392,No,No,Yes,105.8,0,0.0192629596,0,0,14.4,100,1st Gear,Return_To_Prev_Range,Yes,98.6,Pilot & Main,104,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
16.554,0,CeTCCC_ImmediateOff,4.0352375001,-0.0921285669,602.5,14.6997070313,1.6021035559,0.4901960784,0.5028481277,-1,1832,1832,1832,Normal,1,0,1832,602.22,0,0,7,579.375,Range_Shift_Completed,0,0,4715.2627342804,4730.7251002465,22.625,7.2157335281,1832,0,63.5294117647,63.5294117647,63.5294117647,0.0856575852,14.5726673181,63.5294117647,3766.1,0,0,1,100,0,0,-1.116449005,19.2156862745,10.1960784314,2,11,-0.327,916.7897515516,74.5098039216,-0.327,101.0774364713,8.5954613117,-586.6670835899,9.4117647059,1.3075935648,0,0,0,14.5037743897,4721.4173813921,4719.4453279409,0,100,62.7450980392,No,No,Yes,105.8,0,0.0193660466,0,0,14.4,100,1st Gear,Return_To_Prev_Range,Yes,98.6,Pilot & Main,104,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
16.567,0,CeTCCC_ImmediateOff,4.0669321924,-0.1017484173,602.75,14.6997070313,1.6073515485,0.4901960784,0.5035860478,-1,1832,1832,1832,Normal,1,0,1832,602.5,0,0,7,579.345,Range_Shift_Completed,0,0,4716.229009689,4706.4747894668,22.625,7.2188770485,1832,0,63.5294117647,63.5294117647,63.5294117647,0.0884730238,14.5773810448,63.5294117647,3778.32,0,0,1,100,0,0,-1.1174595771,19.2156862745,10.1960784314,2,11,-0.327,916.7897515516,74.5098039216,-0.327,100.990159334,8.6012183111,-586.6720866687,9.4117647059,1.3082625951,0,0,0,14.5037743897,4721.4914674696,4719.3471243741,0,100,62.7450980392,No,No,Yes,105.8,0,0.0194777243,0,0,14.4,100,1st Gear,Return_To_Prev_Range,Yes,98.6,Pilot & Main,104,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
16.579,0,CeTCCC_ImmediateOff,4.0961888314,-0.1106282791,602.5,14.6997070313,1.619058609,0.4901960784,0.5042672048,-1,1832,1832,1832,Normal,1,0,1832,602.5,0,0,7,578.625,Range_Shift_Completed,0,0,4718.7019540457,4703.9152998687,22.625,7.2314511299,1832,0,63.5294117647,63.5294117647,63.5294117647,0.0877904932,14.5853581207,63.5294117647,3799,0,0,1,100,0,0,-1.1183924129,19.2156862745,10.1960784314,2,11,-0.327,916.7897515516,74.5098039216,-0.327,101.0113174279,8.6065324643,-586.6767048953,9.4117647059,1.3088801616,0,0,0,14.5037743897,4721.559854618,4719.4712687965,0,100,62.7450980392,No,No,Yes,105.8,0,0.0195808113,0,0,14.4,100,1st Gear,Return_To_Prev_Range,Yes,98.6,Pilot & Main,104,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
16.592,0,CeTCCC_ImmediateOff,4.1376357367,-0.1269080259,602.25,14.6997070313,1.617443842,0.4901960784,0.5055159926,-1,1832,1832,1832,Normal,1,0,1832,601.75,0,0,7,578.6826923077,Range_Shift_Completed,0,0,4725.0903936337,4692.8241782765,22.625,7.2450730515,1832,0,63.5294117647,63.5294117647,63.5294117647,0.0883250261,14.5853581207,63.5294117647,3796.96,0,0,1,100,0,0,-1.1194029851,19.2156862745,10.1960784314,2,11,-0.327,916.7897515516,74.5098039216,-0.327,101.0041985171,8.6122894637,-586.6817079741,9.4117647059,1.3095491919,0,0,0,14.5037743897,4721.6339406954,4719.5194446713,0,100,62.7450980392,No,No,Yes,105.8,0,0.0196924889,0,0,14.4,100,1st Gear,Return_To_Prev_Range,Yes,98.6,Pilot & Main,104,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
16.604,0,CeTCCC_ImmediateOff,4.1229502505,-0.1258202428,601.75,14.6997070313,1.6158260423,0.4869947979,0.5052980685,-1,1832,1832,1832,Normal,1,0,1832,601.96,0,0,7,578,Range_Shift_Completed,0,0,4723.8539214554,4682.5862198838,22.125,7.2681255341,1832,0,63.5294117647,63.5294117647,63.5294117647,0.0879698316,14.5853581207,63.5294117647,3788.8,0,0,1,100,0,0,-1.1203358209,19.2156862745,10.1960784314,2,11,-0.327,916.7897515516,74.5098039216,-0.327,101.0378925565,8.617603617,-586.6863262007,9.4117647059,1.3101667584,0,0,0,14.5037743897,4721.7023278438,4719.5639147095,0,100,62.7450980392,No,No,Yes,105.8,0,0.019795576,0,0,14.4,100,1st Gear,Return_To_Prev_Range,Yes,98.6,Pilot & Main,104,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
16.617,0,CeTCCC_ImmediateOff,4.0990863354,-0.1211065162,600.75,14.6997070313,1.6105731215,0.4817927171,0.5043537307,-1,1832,1832,1832,Normal,1,0,1832,600.75,0,0,7,578.0260416667,Range_Shift_Completed,0,0,4723.1294286537,4662.9634662977,22.265,7.2735178757,1832,0,63.5294117647,63.5294117647,63.5294117647,0.0870226463,14.5853581207,63.5294117647,3779.96,0,0,1,100,0,0,-1.121346393,19.2156862745,10.1960784314,2,11,-0.327,916.7897515516,74.5098039216,-0.327,101.0743944326,8.6233606164,-586.6913292796,9.4117647059,1.3108357887,0,0,0,14.5037743897,4721.7764139212,4719.6120905842,0,100,62.7450980392,No,No,Yes,105.8,0,0.0199072536,0,0,14.4,100,1st Gear,Return_To_Prev_Range,Yes,98.6,Pilot & Main,104,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
16.629,0,CeTCCC_ImmediateOff,4.0770581061,-0.1167553838,600.75,14.6997070313,1.5992591381,0.4705882353,0.5034820342,-1,1832,1832,1832,Normal,1,0,1832,601.03,0,0,7,578,Range_Shift_Completed,0,0,4719.7677744022,4664.2978135415,21.625,7.2950872421,1832,0,63.5294117647,63.5294117647,63.5294117647,0.0872298431,14.5853581207,63.5294117647,3765,0,0,1,100,0,0,-1.1222792289,19.2156862745,10.1960784314,2,11,-0.327,916.7897515516,74.5098039216,-0.327,101.108088472,8.6357603073,-586.6959475062,9.4117647059,1.3114533552,0,0,0,14.5037743897,4721.8448010696,4719.6565606225,0,100,62.7450980392,No,No,Yes,105.8,0,0.0200103407,0,0,14.4,100,1st Gear,Return_To_Prev_Range,Yes,98.6,Pilot & Main,104,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
16.642,0,CeTCCC_ImmediateOff,4.0476871337,-0.1087783079,601,14.6997070313,1.6004713506,0.4717887155,0.501883924,-1,1832,1832,1832,Normal,1,0,1832,601,0,0,7,578,Range_Shift_Completed,0,0,4711.3636387734,4672.9710706266,21.75,7.3184540558,1832,0,63.5294117647,63.5294117647,63.5294117647,0.0863401158,14.5842703376,63.5294117647,3766.38,0,0,1,100,0,0,-1.123289801,19.2156862745,10.1960784314,2,11,-0.327,916.7897515516,74.5098039216,-0.327,101.144590348,8.634431769,-586.700950585,9.4117647059,1.3121223855,0,0,0,14.5037743897,4721.9188871471,4719.7047364972,0,100,62.7450980392,No,No,Yes,105.8,0,0.0201220183,0,0,14.4,100,1st Gear,Return_To_Prev_Range,Yes,98.6,Pilot & Main,104,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
16.654,0,CeTCCC_ImmediateOff,4.0588777981,-0.1079784674,601,14.6997070313,1.6086536074,0.4705882353,0.5019745757,-1,1832,1832,1832,Normal,1,0,1832,600.93,0,0,7,577.25,Range_Shift_Completed,0,0,4712.7643280449,4680.9771540897,22.125,7.3579978943,1832,0,63.5294117647,63.5294117647,63.5294117647,0.0849750547,14.5799192053,63.5294117647,3771.9,0,0,1,100,0,0,-1.125,19.2156862745,10.1960784314,2,11,-0.327,916.7897515516,74.5098039216,-0.327,101.1782843874,8.6354330831,-586.7055688116,9.4117647059,1.312739952,0,0,0,14.5037743897,4721.9872742955,4719.7492065355,0,100,62.7450980392,No,No,Yes,105.8,0,0.0202251053,0,0,14.4,100,1st Gear,Return_To_Prev_Range,Yes,98.6,Pilot & Main,104,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
16.667,0,CeTCCC_ImmediateOff,4.0750420912,-0.1045124919,601.5,14.6997070313,1.6222233963,0.4705882353,0.5023673995,-1,1832,1832,1832,Normal,1,0,1832,601.5,0,0,7,577.25,Range_Shift_Completed,0,0,4712.3230828621,4696.322147394,21.9903846154,7.349166975,1832,0,63.5294117647,63.5294117647,63.5294117647,0.0812211366,14.5752054786,63.5294117647,3777.88,0,0,1,100,0,0,-1.124765625,19.2156862745,10.1960784314,2,11,-0.327,916.7897515516,74.5098039216,-0.327,101.2147862635,8.634960426,-586.7105718904,9.4117647059,1.3134089823,0,0,0,14.5037743897,4722.0613603729,4719.7973824102,0,100,62.7450980392,No,No,Yes,105.8,0,0.020336783,0,0,14.4,100,1st Gear,Return_To_Prev_Range,Yes,98.6,Pilot & Main,104,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
16.679,0,CeTCCC_ImmediateOff,4.0899629771,-0.1013131299,601.5,14.6997070313,1.651450634,0.4705882353,0.5027300061,-1,1832,1832,1832,Normal,1,0,1832,601.36,0,0,7,578.625,Range_Shift_Completed,0,0,4713.7622489951,4694.9605685738,22.125,7.313843298,1832,0,63.5294117647,63.5294117647,63.5294117647,0.0821311773,14.5672284027,63.5294117647,3788,0,0,1,100,0,0,-1.123828125,19.2156862745,10.1960784314,2,11,-0.327,916.7897515516,74.5098039216,-0.327,101.2484803029,8.6345241271,-586.715190117,9.4117647059,1.3145926514,0,0,0,14.5037743897,4722.1297475213,4719.8418524485,0,100,62.7450980392,No,No,Yes,105.8,0,0.02043987,0,0,14.4,100,1st Gear,Return_To_Prev_Range,Yes,98.6,Pilot & Main,104,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
16.692,0,CeTCCC_ImmediateOff,4.1098574917,-0.0951810194,601.75,14.6997070313,1.6483191442,0.4705882353,0.5034250021,-1,1832,1832,1832,Normal,1,0,1832,602.5,0,0,7,578.5231481481,Range_Shift_Completed,0,0,4717.4800948387,4686.1103062421,22.125,7.2755759811,1832,0,63.5294117647,63.5294117647,63.5294117647,0.0816743795,14.5664125654,63.5294117647,3786.92,0,0,1,100,0,0,-1.1228125,19.2156862745,10.1960784314,2,11,-0.327,916.7897515516,74.5098039216,-0.327,101.2849821789,8.63405147,-586.7201931958,9.4117647059,1.3146253745,0,0,0,14.5037743897,4722.2038335987,4719.8900283232,0,100,62.7450980392,No,No,Yes,105.8,0,0.0205515476,0,0,14.4,100,1st Gear,Return_To_Prev_Range,Yes,98.6,Pilot & Main,104,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
16.705,0,CeTCCC_ImmediateOff,4.1005980766,-0.0959968567,602.5,14.6997070313,1.636665225,0.4745098039,0.5034584332,-1,1832,1832,1832,Normal,1,0,1832,602.26,0,0,7,577.5,Range_Shift_Completed,0,0,4716.8804422833,4677.2600439104,22.875,7.2108159065,1832,0,63.5294117647,63.5294117647,63.5294117647,0.0828528112,14.5628772704,63.5294117647,3782.24,0,0,1,100,0,0,-1.121796875,19.2156862745,10.1960784314,2,11,-0.327,916.7897515516,74.5098039216,-0.327,101.321484055,8.6335788129,-586.7251962746,9.4117647059,1.3148380752,0,0,0,14.5037743897,4722.2779196762,4719.938204198,0,100,62.7450980392,No,No,Yes,105.8,0,0.0206632253,0,0,14.4,100,1st Gear,Return_To_Prev_Range,Yes,98.6,Pilot & Main,104,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
